,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
1571,7,4.240223463687151,51.22,1.08,579,54.75,0
1572,19,4.5,43.85,1.0,22,9.09,1
1573,21,4.5,147.45,1.0,18,11.11,0
1574,21,4.363636363636363,107.38,1.29,364,4.12,0
1575,19,4.4,284.51,1.0,276,2.9,1
1576,5,1.0,64.11,1.0,1,100.0,1
1577,21,4.076923076923077,115.54,1.0,114,10.53,0
1578,15,4.157894736842105,106.4,1.12,406,3.94,0
1579,21,4.144230769230769,104.56,1.12,333,23.72,0
1580,14,4.666666666666667,419.16,1.2,272,1.84,0
1581,21,2.9166666666666665,548.25,1.0,145,8.28,1
1582,18,4.8,118.95,1.25,99,4.04,0
1583,19,4.023148148148148,163.9,1.22,496,27.02,0
1584,19,4.714285714285714,78.62,1.0,83,8.43,0
1585,7,4.130434782608695,162.35,1.53,507,7.89,0
1586,18,4.363636363636364,162.85,1.16,565,41.59,0
1587,21,3.6666666666666665,264.45,1.0,30,10.0,1
1588,21,4.0,51.67,1.0,289,1.04,1
1589,21,5.0,48.98,2.0,1,100.0,0
1590,21,3.75,1227.01,1.09,396,2.78,1
1591,21,4.352941176470588,138.23,1.0,182,8.79,0
1592,21,3.5,64.2,1.0,66,22.73,0
1593,21,5.0,313.61,1.0,1,100.0,0
1594,21,3.857142857142857,1041.18,1.0,92,6.52,0
1595,7,5.0,197.72,1.0,1,100.0,1
1596,14,4.4,97.16,1.0,244,2.05,0
1597,14,3.3917197452229297,237.23,1.28,270,39.26,0
1598,19,3.869565217391304,312.23,1.21,381,4.72,0
1599,21,4.0,122.98,1.0,1,100.0,1
1600,21,3.3333333333333335,139.01,1.0,15,20.0,1
1601,19,4.0,199.36,1.0,1,100.0,0
1602,21,4.466666666666667,125.45,1.07,93,11.83,0
1603,14,2.0,147.35,1.0,46,4.35,0
1604,21,3.93,65.9,1.18,577,11.27,0
1605,21,3.774193548387097,202.89,1.1,478,5.86,0
1606,21,5.0,412.21,1.0,1,100.0,1
1607,21,3.5212264150943398,190.58,1.41,487,39.01,0
1608,21,5.0,88.07,1.0,63,3.17,0
1609,3,4.666666666666667,95.92,1.2,99,9.09,0
1610,21,4.166666666666667,127.44,1.0,34,14.71,0
1611,21,4.071428571428571,43.6,1.17,76,10.53,1
1612,21,3.0,240.28,1.17,189,3.17,1
1613,21,3.4,402.62,2.5,3,66.67,1
1614,21,5.0,65.39,1.0,1,100.0,1
1615,14,2.7142857142857144,62.51,1.0,19,31.58,0
1616,15,4.333333333333333,147.61,1.09,94,11.7,0
1617,21,4.461538461538462,108.55,1.39,226,22.12,0
1618,14,5.0,941.4,1.0,54,3.7,0
1619,21,5.0,678.85,1.5,45,4.44,1
1620,14,4.611111111111112,119.36,1.06,245,6.53,0
1621,21,3.9943181818181817,111.48,1.42,401,24.19,1
1622,14,3.1666666666666665,157.71,1.0,373,1.61,0
1623,21,2.0,644.12,1.33,60,5.0,0
1624,21,4.243243243243243,128.62,1.19,146,45.89,0
1625,14,4.666666666666667,140.74,1.0,16,25.0,1
1626,21,4.333333333333333,190.9,1.5,18,11.11,0
1627,7,4.777777777777778,188.3,1.12,182,3.85,0
1628,5,4.153846153846154,252.52,1.3,297,6.73,0
1629,19,4.428571428571429,273.33,1.08,293,19.11,0
1630,21,5.0,54.98,3.0,1,100.0,1
1631,15,3.9130434782608696,309.96,1.59,336,8.63,0
1632,21,3.929032258064516,100.35,1.15,507,21.5,0
1633,14,4.777777777777778,158.83,1.5,146,4.11,0
1634,21,4.021696252465484,41.94,1.09,299,83.61,0
1635,21,4.8,232.56,1.0,97,5.15,0
1636,21,5.0,432.44,1.0,29,6.9,1
1637,14,4.2,874.05,1.0,438,3.42,1
1638,15,4.115384615384615,150.46,1.08,100,35.0,0
1639,21,4.363636363636363,108.4,1.21,280,24.64,0
1640,18,2.0,310.03,2.17,223,2.69,1
1641,21,4.228571428571429,187.86,1.09,576,5.73,0
1642,21,4.909090909090909,231.42,1.1,206,3.88,0
1643,21,4.25,88.44,1.0,111,7.21,0
1644,19,4.282051282051282,86.28,1.13,557,15.62,0
1645,21,5.0,75.33,1.0,235,0.85,0
1646,7,1.6666666666666667,1692.33,1.67,100,3.0,1
1647,21,4.166666666666667,587.16,2.67,76,9.21,0
1648,18,5.0,392.88,1.0,16,12.5,1
1649,21,5.0,182.46,1.5,38,5.26,0
1650,14,3.6666666666666665,247.99,1.09,170,6.47,0
1651,21,4.75,133.0,1.33,29,10.34,1
1652,5,5.0,97.88,1.0,1,100.0,1
1653,19,4.2,109.16,1.29,579,10.54,0
1654,7,4.44,666.01,1.09,86,25.58,1
1655,21,3.5,144.32,1.0,20,10.0,1
1656,19,4.0,73.21,1.0,1,100.0,1
1657,21,4.166666666666667,102.08,1.33,209,4.31,1
1658,2,4.5588235294117645,146.89,1.31,413,5.81,1
1659,21,2.5,741.29,2.5,82,4.88,0
1660,21,1.0,329.76,2.67,33,9.09,1
1661,21,4.122950819672131,80.5,1.16,319,42.32,0
1662,21,4.625,118.04,1.0,141,10.64,0
1663,19,5.0,268.96,2.0,1,100.0,0
1664,21,5.0,2155.35,1.0,1,100.0,0
1665,15,5.0,114.82,1.0,8,25.0,0
1666,14,4.5,79.03,1.0,93,4.3,0
1667,21,4.0,406.64,1.0,10,20.0,0
1668,21,4.2727272727272725,146.04,1.0,78,10.26,1
1669,21,4.8,42.09,1.0,165,3.03,0
1670,18,3.0,91.2,1.0,26,7.69,1
1671,7,1.0,1083.96,1.0,1,100.0,1
1672,7,4.056910569105691,92.14,1.25,501,14.57,0
1673,21,3.029850746268657,902.3,1.6,240,15.42,0
1674,15,3.9846153846153847,165.22,1.03,265,19.25,0
1675,21,4.0,708.8,1.0,160,1.25,0
1676,19,4.5,80.33,1.0,139,1.44,1
1677,19,5.0,2028.75,1.0,1,100.0,1
1678,19,4.45,240.16,1.05,61,21.31,0
1679,21,3.0,69.59,1.0,60,3.33,1
1680,21,4.246913580246914,72.65,1.08,583,11.66,0
1681,21,3.875,264.84,1.14,80,8.75,1
1682,21,4.1104651162790695,241.72,1.15,482,25.1,0
1683,7,3.8125,221.41,1.07,279,5.02,0
1684,21,4.375,624.18,1.0,240,3.33,0
1685,7,3.260869565217391,328.86,1.77,474,2.74,0
1686,14,5.0,98.42,1.0,1,100.0,0
1687,21,4.2,1696.67,1.0,19,26.32,0
1688,21,4.666666666666667,380.46,1.5,72,8.33,0
1689,21,3.0,62.83,1.0,44,6.82,0
1690,21,5.0,376.57,1.0,1,100.0,0
1691,21,4.333333333333333,95.27,1.33,183,11.48,1
1692,19,4.6,491.29,1.0,215,2.33,0
1693,21,3.8,334.35,1.67,25,12.0,1
1694,21,3.9375,163.56,1.46,229,5.68,0
1695,21,3.0,7719.12,6.0,60,3.33,1
1696,21,5.0,134.71,2.0,8,25.0,0
1697,21,4.183908045977011,365.62,1.03,418,16.75,0
1698,18,4.4,402.51,1.0,271,1.85,0
1699,21,5.0,68.43,1.0,24,12.5,0
1700,21,3.7868852459016393,279.28,1.39,568,7.22,0
1701,21,5.0,61.97,1.0,22,18.18,0
1702,14,5.0,120.6,1.0,79,2.53,1
1703,21,5.0,75.48,1.0,8,25.0,1
1704,19,1.0,179.12,1.0,1,100.0,0
1705,21,4.038461538461538,277.43,4.33,82,7.32,0
1706,14,5.0,72.18,1.0,1,100.0,0
1707,19,4.333333333333333,587.32,1.5,203,1.97,1
1708,21,4.2727272727272725,45.19,1.76,287,8.01,1
1709,14,4.392857142857143,417.56,1.27,398,5.28,0
1710,21,5.0,97.3,1.0,71,5.63,1
1711,21,4.333333333333333,92.15,1.5,11,18.18,1
1712,19,4.111111111111111,163.78,1.12,446,1.79,1
1713,19,3.3333333333333335,231.39,1.09,535,2.06,0
1714,15,3.8333333333333335,352.85,1.0,147,4.08,1
1715,21,4.405405405405406,162.4,1.27,161,30.43,1
1716,15,3.0,51.42,1.0,1,100.0,1
1717,21,4.055555555555555,132.58,1.2,256,5.47,0
1718,19,3.7142857142857144,265.23,1.17,47,12.77,0
1719,14,5.0,68.19,1.0,48,8.33,0
1720,21,3.0,80.62,1.0,13,15.38,1
1721,21,2.769230769230769,135.57,1.62,206,3.88,1
1722,21,3.9327956989247315,39.22,1.12,564,37.06,0
1723,14,3.0,310.71,1.0,1,100.0,0
1724,14,5.0,87.37,1.0,1,100.0,1
1725,14,5.0,152.47,1.0,1,100.0,1
1726,7,4.25,122.06,1.0,11,36.36,0
1727,21,4.157894736842105,129.69,1.05,557,3.41,0
1728,21,5.0,129.56,1.0,1,100.0,1
1729,7,4.15625,298.09,1.03,263,11.41,0
1730,18,4.2894736842105265,335.31,1.13,349,14.9,1
1731,21,4.5,82.4,1.33,88,3.41,1
1732,7,2.0,196.11,1.0,1,100.0,0
1733,21,4.0,274.73,1.0,81,3.7,0
1734,15,4.222222222222222,238.89,1.0,315,2.86,1
1735,21,3.75,221.46,1.0,283,1.41,1
1736,21,4.5,60.28,1.14,336,2.08,0
1737,21,3.6666666666666665,113.1,1.0,15,13.33,1
1738,21,5.0,62.33,1.0,277,1.81,0
1739,21,5.0,454.17,1.0,1,100.0,1
1740,21,4.083333333333333,266.58,1.28,151,17.88,1
1741,21,4.188405797101449,112.36,1.15,128,39.06,0
1742,21,1.0,168.29,1.0,1,100.0,0
1743,21,3.0,409.16,1.0,16,12.5,1
1744,21,4.733333333333333,35.45,1.67,103,8.74,1
1745,7,4.75,147.76,1.33,79,3.8,1
1746,14,5.0,53.52,1.0,1,100.0,1
1747,21,4.091823056300267,184.16,1.19,401,80.8,0
1748,7,4.173913043478261,512.92,1.1,474,4.43,0
1749,21,1.0,1890.18,3.0,1,100.0,1
1750,21,3.5555555555555554,82.91,1.0,88,10.23,1
1751,14,5.0,28.22,1.0,1,100.0,0
1752,15,3.9656862745098036,100.96,1.2,459,28.32,0
1753,21,4.266666666666667,120.73,1.15,217,11.06,0
1754,7,3.2058823529411766,147.61,1.36,270,17.78,0
1755,21,4.655172413793103,144.54,1.04,112,22.32,0
1756,14,4.282828282828283,92.89,1.09,542,13.28,0
1757,15,4.666666666666667,2463.25,1.0,66,4.55,1
1758,21,4.382716049382716,79.21,1.17,542,11.44,0
1759,21,3.9850746268656714,327.46,1.08,483,11.8,0
1760,21,5.0,204.06,1.0,1,100.0,0
1761,21,4.117647058823529,724.65,1.01,143,37.76,0
1762,21,4.05,92.97,1.19,442,15.16,0
1763,7,3.9743589743589745,128.45,1.05,445,7.64,1
1764,21,3.5,406.74,1.0,197,5.58,0
1765,18,3.0,260.83,1.0,173,1.16,1
1766,15,4.5,77.22,1.0,9,22.22,0
1767,21,1.0,530.91,3.0,1,100.0,1
1768,19,2.931818181818182,144.04,1.11,305,20.98,0
1769,7,2.473684210526316,356.1,2.11,475,1.89,1
1770,21,4.166666666666667,106.4,1.0,310,9.03,0
1771,21,4.3076923076923075,162.56,1.08,152,7.89,0
1772,21,3.96,213.55,1.09,329,6.99,0
1773,21,5.0,245.81,1.33,70,4.29,1
1774,15,4.4,85.7,1.0,175,2.29,0
1775,21,5.0,97.78,1.0,1,100.0,1
1776,21,4.833333333333333,119.77,1.2,283,1.77,0
1777,5,3.111111111111111,1933.2,1.64,95,11.58,0
1778,21,4.642857142857143,89.05,1.0,53,20.75,0
1779,21,4.75,122.8,1.0,124,3.23,0
1780,21,1.0,280.91,1.0,1,100.0,1
1781,14,3.8,77.55,1.25,217,1.84,1
1782,7,4.75,133.89,1.0,109,10.09,0
1783,14,4.928571428571429,496.93,1.0,256,5.47,0
1784,21,3.950738916256158,297.13,2.3,490,15.1,0
1785,14,5.0,105.84,1.0,11,18.18,0
1786,21,2.5,93.71,1.0,74,2.7,1
1787,15,4.0,36.7,1.0,1,100.0,1
1788,9,3.7567567567567566,145.24,1.03,300,11.33,0
1789,14,4.0625,523.45,1.33,198,6.06,0
1790,21,4.310344827586207,114.85,1.23,249,16.06,0
1791,21,2.3333333333333335,75.87,1.5,6,33.33,1
1792,21,4.5,25.42,1.0,39,5.13,1
1793,21,5.0,1312.2,6.0,1,100.0,0
1794,21,3.764705882352941,179.91,1.95,124,28.23,0
1795,21,4.5,90.66,1.0,2,100.0,0
1796,21,4.0,253.83,1.1,376,14.1,1
1797,21,3.857142857142857,257.67,1.0,217,3.23,0
1798,21,4.375,268.05,1.14,161,3.73,0
1799,5,3.875,183.03,1.07,474,3.16,0
1800,7,3.857142857142857,223.43,1.17,141,4.26,0
1801,5,4.4,87.33,1.0,132,3.79,0
1802,21,5.0,69.67,1.0,1,100.0,0
1803,14,4.255813953488372,156.53,1.12,560,7.32,0
1804,7,5.0,373.82,2.0,1,100.0,1
1805,21,4.588235294117647,56.37,1.11,317,13.56,0
1806,21,3.995475113122173,102.16,1.34,313,38.98,0
1807,15,3.6666666666666665,1449.68,1.0,13,23.08,0
1808,14,4.0,163.04,1.0,33,6.06,1
1809,21,5.0,128.22,1.0,29,6.9,0
1810,21,4.8,623.0,1.67,329,0.91,1
1811,21,5.0,417.16,1.5,37,5.41,0
1812,14,2.3333333333333335,143.83,1.5,23,8.7,1
1813,21,4.454545454545454,214.3,1.06,562,5.52,0
1814,21,4.25,134.39,1.0,161,4.97,1
1815,19,4.636363636363637,263.97,1.57,441,2.95,1
1816,7,1.0,132.06,1.0,1,100.0,1
1817,8,4.125,221.86,1.0,292,5.82,0
1818,21,4.058536585365853,434.08,1.37,388,26.03,1
1819,21,5.0,133.94,1.17,98,6.12,0
1820,7,1.0,133.8,1.0,1,100.0,1
1821,18,4.5,199.87,1.2,461,1.08,1
1822,15,4.5,631.36,1.0,7,28.57,0
1823,14,4.0,101.57,1.0,27,11.11,0
1824,14,1.0,195.43,1.0,1,100.0,1
1825,7,4.416666666666667,135.28,1.2,350,2.86,0
1826,21,3.375,161.93,1.14,161,4.35,0
1827,21,3.25,402.18,1.6,181,2.76,0
1828,14,2.3333333333333335,209.08,2.25,318,1.26,1
1829,21,4.75,92.1,1.0,73,5.48,0
1830,21,5.0,210.38,1.5,11,18.18,0
1831,21,3.642857142857143,43.43,1.4,151,6.62,1
1832,21,4.166666666666667,122.67,1.2,428,1.17,0
1833,21,4.541284403669724,122.13,1.13,238,31.51,0
1834,21,3.6470588235294117,84.84,1.31,279,4.3,0
1835,5,4.482352941176471,258.96,1.29,376,16.22,1
1836,14,4.928571428571429,88.55,1.08,88,13.64,0
1837,21,5.0,37.54,1.0,1,100.0,0
1838,21,3.75,196.63,1.23,400,3.0,0
1839,21,2.0,234.61,1.0,1,100.0,0
1840,21,3.0,268.67,1.0,101,5.94,1
1841,21,4.75,210.98,1.0,19,21.05,0
1842,21,5.0,99.41,1.0,203,0.99,0
1843,14,4.833333333333333,50.81,1.2,101,9.9,1
1844,7,4.2272727272727275,216.86,1.16,499,3.81,0
1845,19,4.5,308.07,1.19,405,16.54,1
1846,18,3.9,456.47,1.0,469,2.13,0
1847,21,4.0,27.02,1.0,1,100.0,1
1848,21,3.91025641025641,239.39,1.07,333,18.02,0
1849,21,3.6363636363636362,84.78,1.22,64,14.06,0
1850,21,3.5,111.44,1.0,68,2.94,0
1851,21,5.0,72.74,1.0,1,100.0,1
1852,7,3.6666666666666665,346.49,1.0,16,18.75,1
1853,21,4.833333333333333,223.94,1.0,226,2.65,0
1854,21,3.0,79.56,1.0,1,100.0,1
1855,21,4.473684210526316,135.15,1.12,58,24.14,0
1856,21,4.2725274725274724,92.58,1.17,329,63.22,0
1857,21,5.0,96.71,1.0,1,100.0,1
1858,7,4.571428571428571,125.28,1.17,259,2.32,0
1859,21,5.0,164.71,1.0,1,100.0,1
1860,21,4.666666666666667,3259.82,1.0,187,1.6,1
1861,15,4.222222222222222,414.35,1.0,276,3.26,1
1862,21,4.526315789473684,113.02,1.27,152,9.21,1
1863,7,4.75,75.87,1.0,169,4.73,0
1864,21,4.75,108.89,1.0,105,3.81,0
1865,21,5.0,1400.38,2.83,295,2.03,1
1866,18,3.0,46.01,1.0,1,100.0,1
1867,14,4.5,62.16,1.0,17,23.53,0
1868,21,1.5,643.66,2.67,101,2.97,0
1869,21,5.0,1693.31,1.0,1,100.0,1
1870,7,4.2043147208121825,214.15,1.13,558,57.89,0
1871,21,5.0,238.49,1.0,11,18.18,0
1872,15,4.4,156.37,1.0,264,3.79,1
1873,19,4.5,271.46,1.0,12,33.33,0
1874,21,4.428571428571429,363.68,1.17,244,4.92,1
1875,21,4.0,135.49,1.0,1,100.0,1
1876,21,4.090909090909091,127.01,1.38,546,1.47,0
1877,21,3.0,95.06,1.0,5,40.0,1
1878,21,4.157894736842105,92.82,1.27,379,15.3,1
1879,21,4.444444444444445,101.21,1.0,61,14.75,0
1880,14,3.0,102.48,1.0,1,100.0,0
1881,21,5.0,619.45,1.0,148,1.35,1
1882,14,5.0,55.95,1.0,1,100.0,1
1883,21,2.8,64.52,1.25,55,7.27,0
1884,21,3.0,242.54,1.33,5,60.0,0
1885,18,3.25,310.98,1.45,148,7.43,1
1886,21,4.142857142857143,177.31,1.17,157,3.82,0
1887,21,4.0,39.86,1.0,18,11.11,1
1888,21,4.75,250.58,1.0,88,15.91,0
1889,15,5.0,120.3,2.0,1,100.0,1
1890,21,4.285714285714286,68.9,1.08,143,9.09,0
1891,21,4.177777777777778,217.05,1.12,524,6.68,0
1892,19,4.818181818181818,162.62,1.38,314,2.55,1
1893,21,4.25,218.89,1.33,396,0.76,0
1894,21,4.5,325.94,2.0,55,7.27,1
1895,4,5.0,137.09,1.0,1,100.0,1
1896,18,4.666666666666667,216.52,1.0,48,6.25,1
1897,21,4.111111111111111,553.83,1.64,249,4.42,0
1898,21,2.75,173.87,1.0,228,3.51,1
1899,21,4.041666666666667,112.62,1.09,544,4.04,0
1900,21,4.8,87.99,1.0,81,6.17,1
1901,19,4.423791821561338,142.68,1.09,590,31.69,0
1902,21,5.0,109.38,1.0,4,50.0,1
1903,21,5.0,5527.44,6.0,1,100.0,0
1904,1,4.642857142857143,183.45,1.24,231,11.26,1
1905,21,4.066265060240964,165.4,1.3,468,24.57,0
1906,14,4.172413793103448,282.76,1.21,238,9.24,1
1907,21,5.0,168.52,2.0,1,100.0,1
1908,21,3.571428571428571,261.49,1.14,56,12.5,1
1909,21,4.237837837837838,205.05,1.18,573,23.21,0
1910,21,3.971830985915493,134.09,1.09,363,15.7,0
1911,14,4.6,100.66,1.25,301,5.32,0
1912,21,4.333333333333333,135.46,1.0,79,3.8,1
1913,18,4.052631578947368,225.93,1.0,256,7.03,0
1914,21,5.0,226.96,1.0,17,11.76,0
1915,21,4.0,88.92,1.0,1,100.0,1
1916,19,4.888888888888889,232.71,1.12,378,2.12,1
1917,21,2.962962962962963,128.34,1.12,355,19.15,1
1918,19,3.5714285714285716,1745.4,1.4,101,4.95,1
1919,21,1.0,233.38,1.0,1,100.0,0
1920,15,4.6,574.07,1.25,384,1.04,1
1921,21,3.0,121.62,1.0,1,100.0,1
1922,21,4.333333333333333,427.28,1.5,5,40.0,1
1923,17,3.875,202.64,1.0,222,3.6,1
1924,7,2.6,246.98,1.5,54,5.56,0
1925,19,5.0,106.73,1.0,1,100.0,0
1926,19,4.25,414.8,1.33,22,13.64,1
1927,21,4.24,134.58,1.19,226,8.41,0
1928,21,4.8,192.13,1.25,220,1.82,1
1929,14,4.581818181818182,310.63,1.04,395,11.9,0
1930,12,3.857142857142857,95.65,1.17,185,3.24,1
1931,21,3.0,272.76,2.0,6,33.33,0
1932,21,5.0,38.37,1.0,1,100.0,1
1933,15,5.0,987.66,1.0,74,8.11,0
1934,21,5.0,91.28,1.0,62,9.68,0
1935,21,5.0,249.08,1.0,1,100.0,1
1936,21,3.9295774647887325,171.97,1.18,542,19.19,0
1937,21,3.6666666666666665,173.51,1.0,256,2.34,0
1938,21,5.0,46.76,1.0,36,8.33,0
1939,11,3.5,1053.17,1.0,390,3.85,0
1940,21,4.129032258064516,74.49,1.26,384,12.24,0
1941,14,5.0,2027.4,2.0,210,0.95,1
1942,18,4.833333333333333,249.35,1.2,184,2.72,0
1943,21,4.0,108.63,1.0,1,100.0,0
1944,21,3.6,181.34,1.67,52,5.77,0
1945,21,4.0,52.44,1.0,11,18.18,1
1946,21,4.0,110.3,2.0,1,100.0,1
1947,21,4.2,320.48,1.0,337,1.48,1
1948,21,4.5,49.84,1.0,56,3.57,0
1949,21,3.6666666666666665,455.67,1.5,23,8.7,0
1950,4,5.0,410.91,1.0,1,100.0,0
1951,21,3.6,258.31,1.18,92,44.57,1
1952,4,3.8333333333333335,108.67,1.2,42,11.9,1
1953,19,5.0,177.39,1.5,3,66.67,1
1954,21,3.4375,54.8,1.23,61,14.75,0
1955,14,4.111111111111111,360.18,1.02,460,10.87,1
1956,21,5.0,79.94,2.0,1,100.0,1
1957,14,4.333333333333333,49.1,1.0,17,17.65,1
1958,15,3.923076923076923,181.41,1.08,334,6.89,0
1959,7,5.0,770.84,2.0,1,100.0,1
1960,21,5.0,1025.24,1.0,1,100.0,1
1961,21,5.0,312.02,1.0,1,100.0,1
1962,15,5.0,47.76,1.0,131,3.05,1
1963,21,4.666666666666667,57.0,1.5,9,22.22,1
1964,21,4.5,76.35,1.33,146,2.05,1
1965,21,3.0,364.68,2.0,1,100.0,1
1966,14,3.3333333333333335,107.82,1.0,36,8.33,1
1967,7,5.0,114.57,1.0,1,100.0,0
1968,7,4.007633587786259,175.29,1.44,561,15.86,0
1969,21,4.769230769230769,111.07,1.3,13,61.54,0
1970,5,4.0,304.18,1.0,1,100.0,1
1971,21,3.5769230769230766,90.05,1.1,483,9.73,1
1972,7,5.0,101.45,1.0,19,10.53,1
1973,14,4.142857142857143,302.28,1.4,135,3.7,0
1974,19,4.036363636363636,124.48,1.07,558,16.13,0
1975,19,4.405228758169935,95.06,1.19,545,20.55,0
1976,21,5.0,785.14,3.67,246,1.22,0
1977,14,4.142857142857143,154.46,1.17,355,1.41,1
1978,21,1.0,97.06,1.0,1,100.0,1
1979,21,4.75,82.17,1.33,125,2.4,0
1980,18,5.0,70.9,1.0,428,0.93,0
1981,21,4.462365591397849,234.84,1.12,560,13.57,0
1982,19,4.571428571428571,332.38,1.17,99,6.06,1
1983,21,4.428571428571429,128.65,1.17,303,3.96,1
1984,9,4.313725490196078,174.06,1.16,440,9.55,0
1985,14,3.5,3418.62,1.0,95,2.11,1
1986,15,3.9583333333333335,366.28,1.0,340,14.12,0
1987,18,4.650485436893204,154.06,1.03,440,18.64,0
1988,21,3.6666666666666665,252.9,1.0,16,18.75,1
1989,21,4.142857142857143,121.59,1.0,335,2.09,1
1990,21,3.0,79.44,1.0,1,100.0,0
1991,21,4.25,220.58,1.0,237,5.06,0
1992,21,3.8333333333333335,62.37,1.2,532,1.88,0
1993,7,4.4772727272727275,135.78,1.0,107,26.17,0
1994,21,4.5,186.68,1.28,560,10.18,0
1995,18,4.8,653.43,2.4,238,2.1,1
1996,19,5.0,19.21,1.0,1,100.0,1
1997,14,3.9166666666666665,129.09,1.2,527,1.9,0
1998,7,4.111111111111112,152.7,1.12,486,8.02,0
1999,5,3.2222222222222223,473.25,3.0,202,1.49,0
2000,21,3.3421052631578947,237.59,1.0,304,11.51,1
2001,21,3.8333333333333335,96.97,1.2,97,5.15,1
2002,14,4.0,125.74,1.0,48,4.17,1
2003,19,4.5,929.56,1.12,250,6.0,0
2004,14,4.064516129032258,171.34,1.06,359,18.66,0
2005,21,5.0,70.93,1.0,36,13.89,1
2006,7,3.3548387096774195,208.27,1.94,507,2.56,0
2007,14,4.538461538461538,747.96,1.3,68,13.24,0
2008,15,3.2,161.38,1.25,23,17.39,1
2009,21,5.0,566.12,2.0,1,100.0,1
2010,21,4.833333333333333,180.61,1.33,181,4.42,0
2011,14,3.2222222222222223,819.36,1.5,62,9.68,0
2012,14,4.111111111111111,60.77,1.12,90,7.78,1
2013,21,4.5,887.02,1.0,85,4.71,0
2014,14,5.0,476.51,1.0,1,100.0,0
2015,21,3.772727272727273,89.2,1.05,99,20.2,0
2016,7,3.5,700.87,1.24,227,8.37,1
2017,21,3.6666666666666665,115.67,1.0,158,3.8,0
2018,21,4.0,245.58,1.07,574,2.44,0
2019,7,4.173913043478261,136.7,1.04,474,9.07,0
2020,1,5.0,207.25,1.0,1,100.0,0
2021,18,4.75,60.53,1.0,37,10.81,0
2022,15,5.0,43.0,1.0,1,100.0,1
2023,4,4.0,197.22,1.0,20,20.0,1
2024,21,4.5,125.44,1.0,2,100.0,1
2025,7,4.818181818181818,51.58,1.0,446,2.47,1
2026,21,3.7777777777777777,69.97,1.0,263,3.42,0
2027,14,4.857142857142857,315.67,1.17,103,5.83,0
2028,21,4.333333333333333,85.21,1.0,555,1.08,0
2029,21,4.5,70.81,1.2,112,8.04,1
2030,14,4.5,363.08,1.0,5,40.0,1
2031,21,3.893617021276596,182.41,1.37,592,12.16,0
2032,18,4.363636363636363,102.72,1.1,80,12.5,0
2033,21,3.74468085106383,98.63,1.07,476,7.56,1
2034,21,3.9565217391304346,511.81,2.56,111,7.21,0
2035,21,4.297872340425532,245.59,1.12,302,12.58,0
2036,21,5.0,984.81,1.0,1,100.0,0
2037,7,3.263157894736842,274.64,1.0,288,6.25,0
2038,18,4.206896551724138,225.46,1.14,160,25.0,0
2039,21,4.470588235294118,140.85,1.13,123,12.2,1
2040,18,4.526315789473684,98.27,1.0,280,12.5,1
2041,21,1.9285714285714286,1566.02,1.0,65,15.38,1
2042,15,3.813008130081301,141.5,1.17,459,18.74,0
2043,8,4.964285714285714,243.09,1.65,125,11.2,1
2044,21,3.3286713286713283,109.47,1.43,221,35.29,0
2045,21,3.8,117.98,1.43,31,22.58,0
2046,19,4.0,347.52,1.0,35,5.71,1
2047,18,4.444444444444445,104.94,1.29,66,10.61,0
2048,21,4.0,109.25,1.17,97,6.19,0
2049,21,4.518518518518518,94.25,1.08,305,6.56,0
2050,14,4.4,358.24,1.0,360,8.33,0
2051,21,4.242339832869081,192.05,1.12,594,37.37,0
2052,21,4.636363636363637,108.61,1.1,114,8.77,0
2053,21,5.0,158.75,1.44,252,3.57,1
2054,15,5.0,35.74,1.0,1,100.0,1
2055,18,4.155555555555556,691.22,1.05,263,14.45,0
2056,7,4.085106382978723,117.22,1.68,326,7.36,1
2057,21,3.764705882352941,125.74,1.06,161,9.94,0
2058,21,4.2064516129032254,326.65,1.04,310,32.58,0
2059,14,4.523809523809524,388.56,1.0,211,9.48,0
2060,21,4.424657534246576,266.75,1.16,524,11.07,0
2061,21,1.4,36329.76,3.75,449,0.89,0
2062,21,4.0,96.88,1.0,1,100.0,0
2063,21,3.7755102040816326,173.3,1.16,342,11.11,0
2064,14,4.846153846153846,2129.39,1.86,136,5.15,0
2065,21,5.0,31.75,1.0,93,3.23,1
2066,21,4.083333333333333,71.22,1.5,156,5.13,1
2067,5,4.813953488372093,198.09,1.02,210,14.76,0
2068,21,2.5,75.07,1.0,20,10.0,1
2069,21,2.5,816.75,1.33,107,2.8,0
2070,21,4.375,450.56,2.0,114,3.51,0
2071,21,4.0,51.0,1.0,2,100.0,0
2072,7,4.333333333333333,322.71,1.0,33,9.09,1
2073,21,4.714285714285714,194.06,1.11,54,31.48,0
2074,21,4.218579234972678,140.95,1.25,576,21.01,0
2075,21,4.0,193.86,1.17,455,6.15,0
2076,21,4.8,155.93,1.0,55,7.27,0
2077,18,4.6,767.48,1.11,95,16.84,0
2078,21,4.049180327868853,93.8,1.28,564,21.1,0
2079,19,4.230769230769231,139.03,1.18,276,3.99,0
2080,21,4.37,84.42,1.18,220,32.73,0
2081,7,3.2,285.64,1.0,135,3.7,0
2082,21,2.6666666666666665,157.2,1.0,212,1.42,1
2083,21,4.073170731707317,76.99,1.08,551,6.72,0
2084,19,3.875,284.83,1.33,68,8.82,0
2085,3,3.1,154.51,1.25,488,1.64,0
