,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
524,21,4.5,172.08,1.0,17,11.76,0
525,21,4.166666666666667,296.26,1.33,46,17.39,0
526,14,3.0,409.45,1.33,62,4.84,1
527,9,4.375,188.96,1.04,346,8.96,0
528,21,3.769230769230769,155.18,1.86,101,5.94,1
529,21,4.275862068965517,274.67,1.21,240,10.0,0
530,21,3.7916666666666665,165.59,1.33,265,6.42,1
531,21,4.128491620111732,96.42,1.12,403,31.02,0
532,14,2.0,65.93,1.0,1,100.0,1
533,7,3.6,218.02,1.07,527,2.66,0
534,21,4.5,92.37,1.0,50,14.0,0
535,21,4.05,155.87,1.1,537,21.04,0
536,21,3.3333333333333335,40.34,1.0,62,9.68,0
537,21,2.8149999999999995,250.53,1.09,164,30.49,0
538,18,1.6666666666666667,194.12,1.5,50,4.0,1
539,21,4.0,81.21,1.0,13,23.08,1
540,21,4.333333333333333,26.23,1.0,8,37.5,1
541,19,5.0,64.1,1.0,1,100.0,1
542,21,4.125,164.98,1.14,208,3.37,1
543,19,5.0,71.66,1.0,1,100.0,1
544,19,5.0,147.35,1.0,1,100.0,1
545,21,4.909090909090909,46.09,1.1,44,15.91,1
546,4,4.2,111.07,1.25,80,5.0,1
547,4,3.3333333333333335,486.95,1.0,551,0.54,0
548,21,4.357142857142857,55.73,1.08,170,7.65,1
549,21,4.5,85.92,1.0,33,6.06,1
550,21,5.0,198.76,2.0,82,2.44,0
551,15,4.8,152.26,1.0,309,1.62,0
552,19,4.777777777777778,706.1,1.0,183,4.92,1
553,14,4.714285714285714,279.3,1.0,192,3.65,1
554,21,4.557894736842106,75.86,1.09,191,35.08,0
555,21,4.444444444444445,174.38,1.29,112,6.25,0
556,21,4.306451612903226,205.48,1.11,356,14.33,1
557,18,3.5806451612903225,920.33,1.72,226,7.08,0
558,21,4.142857142857143,111.35,1.31,163,9.2,0
559,21,4.163043478260869,127.67,1.3,539,11.5,0
560,21,4.7727272727272725,104.18,1.29,175,9.14,0
561,15,1.4000000000000001,360.08,1.0,221,2.26,1
562,21,3.375,96.96,1.14,176,3.98,0
563,7,4.510204081632653,281.61,1.17,572,7.17,0
564,21,4.564102564102564,101.3,1.08,74,41.89,0
565,21,3.935483870967742,117.49,1.22,563,8.35,0
566,21,4.0,688.24,1.0,475,2.32,0
567,21,4.333333333333333,52.28,1.0,20,30.0,0
568,21,4.233333333333333,220.0,1.03,345,7.54,0
569,5,5.0,239.04,1.0,1,100.0,0
570,4,4.6,85.43,1.0,45,11.11,0
571,21,4.428571428571429,95.44,1.0,189,12.7,0
572,21,1.0,128.72,1.5,5,40.0,1
573,21,4.468085106382978,70.75,1.31,327,10.7,1
574,0,2.3333333333333335,419.6,1.0,41,7.32,1
575,21,5.0,219.27,1.0,1,100.0,1
576,14,4.0,367.38,1.0,5,40.0,1
577,21,5.0,545.51,1.0,1,100.0,0
578,19,4.256410256410256,394.89,1.08,170,18.82,0
579,15,5.0,927.82,2.0,1,100.0,1
580,21,3.4,87.35,1.25,144,2.78,0
581,18,5.0,45.09,1.0,1,100.0,1
582,7,4.375,77.24,1.0,55,14.55,1
583,21,5.0,201.22,1.0,25,8.0,0
584,14,4.363636363636363,371.48,1.38,310,9.68,1
585,21,4.933333333333334,556.48,2.73,124,8.87,0
586,14,4.029411764705882,115.87,1.1,348,6.61,0
587,14,4.214285714285714,317.4,1.45,554,5.05,0
588,17,3.8333333333333335,655.36,1.0,123,4.88,1
589,18,4.625,258.33,1.12,403,10.17,0
590,21,4.345864661654136,164.2,1.27,215,36.74,0
591,15,5.0,66.38,1.0,68,5.88,0
592,21,4.216216216216216,132.1,1.09,530,6.42,0
593,14,4.277777777777777,429.36,1.11,243,7.41,0
594,18,4.6875,79.95,1.07,138,10.87,0
595,19,4.833333333333333,148.35,1.2,433,1.15,0
596,19,4.6,46.1,1.11,126,7.14,0
597,4,4.4,1433.68,1.0,69,7.25,0
598,18,4.0,43.13,1.0,1,100.0,1
599,21,4.038961038961039,105.85,1.0,281,21.35,0
600,21,5.0,175.5,1.0,31,9.68,1
601,21,4.0,138.24,1.41,479,3.13,0
602,21,5.0,169.39,1.0,1,100.0,0
603,19,2.0,27.69,1.0,1,100.0,1
604,21,3.0,130.73,1.0,118,2.54,1
605,14,4.0,37.09,1.0,1,100.0,1
606,21,4.076923076923077,107.56,1.18,206,9.22,1
607,21,3.5555555555555554,136.71,1.12,92,7.61,0
608,21,4.75,118.36,1.0,97,4.12,0
609,7,4.317073170731708,370.34,1.05,525,7.43,0
610,18,4.625,503.46,1.0,116,6.9,0
611,21,4.431034482758621,57.55,1.09,125,28.8,1
612,21,5.0,137.02,1.0,1,100.0,0
613,18,2.5,103.83,1.0,110,3.64,0
614,21,3.5714285714285716,95.56,1.17,248,2.42,1
615,21,4.441860465116279,89.63,1.19,465,7.1,0
616,18,4.5,303.23,1.0,88,2.27,0
617,19,3.2,218.03,1.25,106,3.77,1
618,14,3.5714285714285716,83.83,1.0,412,1.7,1
619,21,4.4,380.93,1.25,136,2.94,1
620,21,4.714285714285714,160.73,1.17,159,3.77,0
621,21,4.333333333333333,123.14,1.15,77,15.58,0
622,21,3.753012048192771,69.34,1.12,552,21.56,0
623,14,4.0,79.31,1.0,8,25.0,0
624,21,5.0,67.01,1.0,1,100.0,1
625,15,4.04,300.16,1.92,457,2.84,1
626,21,4.106995884773663,47.1,1.08,372,36.02,0
627,5,4.683333333333334,142.79,1.05,348,15.52,1
628,21,4.0,111.91,1.0,1,100.0,1
629,21,3.696969696969697,127.73,1.27,202,12.87,1
630,14,5.0,224.44,1.0,1,100.0,0
631,14,4.75,152.0,1.52,343,5.25,0
632,21,4.275862068965518,243.1,1.09,384,30.21,1
633,21,4.0,888.97,1.14,233,3.0,1
634,2,3.909090909090909,183.61,1.38,371,1.89,1
635,14,4.3125,181.63,1.04,363,11.85,0
636,15,4.352941176470588,120.3,1.13,129,25.58,0
637,21,4.454545454545454,311.54,2.75,166,2.41,1
638,21,4.2,675.04,1.0,261,1.92,1
639,21,5.0,47.43,1.0,1,100.0,0
640,21,4.8,79.59,1.0,80,6.25,1
641,14,4.148148148148148,171.34,1.08,373,6.43,1
642,21,3.4615384615384617,229.78,1.86,54,11.11,1
643,21,5.0,36.84,1.0,1,100.0,1
644,21,4.0,48.27,1.0,73,6.85,0
645,21,1.0,81.6,1.0,1,100.0,1
646,21,3.9886731391585766,132.05,1.21,568,55.46,0
647,19,4.6,246.97,2.0,132,3.79,0
648,21,4.352941176470588,110.75,1.0,420,4.05,1
649,16,5.0,44.28,1.0,2,100.0,0
650,21,3.9411764705882355,148.37,1.06,130,11.54,0
651,21,4.1,153.06,1.25,96,8.33,0
652,21,4.071428571428571,97.3,1.17,263,4.56,0
653,21,4.4,1724.47,1.0,118,4.24,0
654,18,4.1,95.67,1.43,144,4.86,1
655,14,5.0,40.27,1.0,1,100.0,0
656,1,5.0,161.37,1.0,1,100.0,0
657,21,5.0,859.45,2.67,39,7.69,0
658,5,3.8181818181818183,89.47,1.0,317,3.47,0
659,21,3.96,113.03,1.14,242,8.68,0
660,21,4.214285714285714,293.81,2.0,140,5.0,0
661,5,4.0,469.91,1.33,104,2.88,1
662,21,4.055555555555555,165.24,1.2,190,7.89,1
663,14,4.0,77.38,1.0,1,100.0,1
664,21,4.8,650.62,2.5,110,1.82,1
665,21,4.0,384.83,1.0,86,5.81,0
666,7,4.625,211.88,1.0,251,3.19,1
667,21,1.0,52.78,1.0,1,100.0,1
668,21,4.666666666666667,321.75,1.4,164,9.15,1
669,21,1.0,291.49,1.0,1,100.0,1
670,5,4.0,48.94,1.0,1,100.0,0
671,21,3.9000000000000004,179.84,1.17,79,37.97,0
672,21,5.0,19.29,2.0,1,100.0,0
673,21,4.241379310344827,275.82,1.07,324,8.64,0
674,7,3.5,69.84,1.0,141,4.26,0
675,21,3.8837209302325584,250.22,1.29,510,17.25,0
676,21,5.0,335.09,1.0,1,100.0,1
677,21,3.9285714285714284,173.68,1.12,268,8.21,0
678,19,4.666666666666667,123.45,1.5,3,66.67,0
679,14,4.0,301.44,1.17,523,7.07,0
680,21,4.2,77.59,1.09,441,11.34,1
681,21,4.75,171.99,1.0,20,20.0,1
682,21,3.9696969696969697,124.48,1.24,415,16.63,0
683,14,5.0,554.55,1.0,13,30.77,0
684,14,4.666666666666667,267.02,1.0,45,26.67,0
685,15,3.880952380952381,176.6,1.16,245,13.47,0
686,19,3.888888888888889,123.07,1.0,68,11.76,1
687,3,3.9411764705882355,435.62,1.13,374,7.49,0
688,14,3.8157894736842106,159.99,1.22,109,22.94,1
689,21,3.3934426229508197,55.96,1.32,349,30.09,0
690,21,5.0,306.2,1.0,1,100.0,1
691,14,4.714285714285714,164.46,1.08,243,4.94,1
692,21,4.8,644.31,1.0,57,8.77,0
693,21,4.5,94.21,1.0,8,50.0,1
694,19,4.903225806451613,98.27,3.44,364,2.47,0
695,21,5.0,113.9,1.0,1,100.0,0
696,7,4.222222222222222,221.26,1.1,118,8.47,0
697,21,4.333333333333333,78.01,1.0,85,3.53,1
698,21,4.75,329.35,1.0,316,2.53,1
699,21,3.3333333333333335,250.18,1.0,52,5.77,0
700,21,3.9,98.32,1.25,81,9.88,0
701,7,4.666666666666667,92.27,1.0,54,5.56,0
702,21,4.7,345.36,1.67,85,7.06,1
703,15,4.2727272727272725,50.67,1.05,55,29.09,0
704,21,4.625,124.64,1.0,122,5.74,1
705,21,4.0,27.21,1.0,28,7.14,1
706,19,5.0,428.85,1.0,12,16.67,0
707,21,3.6666666666666665,78.37,1.0,80,3.75,1
708,21,4.153911564625851,122.38,1.12,540,74.07,0
709,21,4.065217391304348,133.52,1.19,108,33.33,0
710,2,1.0,86.43,1.0,1,100.0,1
711,7,4.219047619047619,130.31,1.12,489,16.56,0
712,14,4.35,104.48,1.18,239,7.11,1
713,21,3.0,167.62,1.0,1,100.0,1
714,7,5.0,62.38,1.0,1,100.0,1
715,21,4.027522935779817,319.1,1.98,402,12.19,0
716,21,4.142857142857143,49.37,1.17,216,2.78,0
717,21,5.0,169.36,2.0,1,100.0,1
718,21,5.0,69.01,1.0,1,100.0,0
719,21,5.0,84.78,1.0,1,100.0,0
720,15,4.625,320.79,1.12,69,11.59,1
721,14,4.857142857142857,92.85,1.0,386,1.81,1
722,7,4.0,192.94,1.0,1,100.0,0
723,21,4.5,370.48,1.0,184,1.09,1
724,14,3.9,746.26,1.11,173,5.2,1
725,14,3.5714285714285716,273.61,1.17,233,2.58,1
726,21,4.348837209302325,119.31,1.1,257,14.01,0
727,14,3.357142857142857,204.76,1.27,127,7.87,1
728,14,5.0,83.97,1.0,54,5.56,0
729,21,4.2,107.61,1.05,495,8.08,0
730,14,4.428571428571429,108.68,1.0,44,13.64,1
731,15,4.714285714285714,144.99,1.0,93,7.53,1
732,21,4.5625,326.28,1.6,82,10.98,0
733,18,3.2,167.39,1.67,55,5.45,1
734,21,4.571428571428571,206.01,1.0,88,7.95,1
735,21,4.0,108.37,1.06,125,22.4,1
736,7,3.5,114.13,1.0,6,33.33,1
737,14,4.0,225.21,1.0,1,100.0,1
738,15,1.0,86.74,1.0,1,100.0,1
739,7,4.7,190.67,1.11,20,40.0,0
740,7,4.090909090909091,833.14,1.09,290,3.79,1
741,7,5.0,114.84,1.29,284,2.46,1
742,7,5.0,121.45,1.62,361,2.22,0
743,4,4.25,335.53,1.5,37,21.62,1
744,21,4.34,109.49,1.16,298,12.42,0
745,21,2.75,163.73,1.0,214,3.74,0
746,21,3.9705882352941178,251.71,1.13,414,7.0,0
747,12,2.071428571428571,1985.33,1.33,190,5.79,0
748,14,5.0,78.5,1.0,10,20.0,0
749,21,4.2857142857142865,175.48,1.48,136,13.97,0
750,21,5.0,61.3,1.0,1,100.0,0
751,21,4.2727272727272725,144.14,1.05,338,6.21,0
752,3,4.2,243.66,1.25,62,6.45,1
753,18,5.0,61.38,1.0,1,100.0,1
754,21,5.0,40.38,1.0,1,100.0,0
755,7,4.230769230769231,311.3,1.08,281,4.27,0
756,21,4.1,100.49,1.25,132,6.06,0
757,21,4.158536585365853,167.34,1.32,579,25.91,0
758,21,4.363636363636363,220.35,1.1,21,28.57,1
759,16,4.956521739130435,61.28,1.15,236,7.63,0
760,7,4.333333333333333,370.18,1.0,38,7.89,1
761,4,4.6521739130434785,152.99,1.53,148,10.14,0
762,21,5.0,98.38,1.6,73,6.85,0
763,21,4.243243243243243,170.85,1.95,242,9.09,1
764,1,4.8,217.81,1.0,48,10.42,0
765,21,5.0,317.37,1.0,1,100.0,1
766,21,3.2,338.58,1.0,22,18.18,1
767,14,4.0,144.9,1.0,125,1.6,0
768,21,4.358778625954199,86.96,1.29,227,37.0,0
769,3,4.282051282051282,291.21,1.15,410,7.56,0
770,5,1.0,302.34,3.0,1,100.0,1
771,21,4.666666666666667,72.0,1.04,213,9.86,0
772,18,4.809523809523809,203.55,1.0,156,12.82,0
773,21,5.0,34.64,1.0,2,100.0,1
774,21,4.0476190476190474,189.66,1.11,210,7.62,0
775,7,4.105263157894737,213.46,1.12,396,4.04,0
776,21,4.5,157.62,1.0,95,9.47,0
777,21,3.709923664122137,148.58,1.14,462,21.65,0
778,21,4.315789473684211,206.53,1.58,280,4.29,1
779,3,4.310344827586207,127.65,1.32,407,10.57,1
780,21,2.8,271.52,1.25,46,6.52,0
781,15,1.0,281.72,1.0,68,2.94,0
782,21,5.0,44.42,1.0,1,100.0,1
783,21,4.441441441441442,130.38,1.11,424,19.58,0
784,1,5.0,66.28,1.0,1,100.0,1
785,18,4.8,1618.74,1.67,214,1.4,1
786,21,4.0,418.68,1.62,319,2.19,0
787,14,4.0,205.4,1.0,1,100.0,1
788,7,1.0,179.13,1.0,1,100.0,1
789,3,3.0,64.66,1.0,27,7.41,0
790,21,4.590909090909091,117.25,1.07,307,11.4,1
791,3,3.7225806451612904,170.58,1.1,533,21.76,0
792,21,3.849462365591398,172.58,1.06,570,14.56,0
793,21,2.0,250.0,2.0,1,100.0,1
794,21,5.0,214.56,1.0,1,100.0,1
795,21,4.666666666666667,102.32,1.0,91,3.3,0
796,18,5.0,121.68,1.5,18,11.11,0
797,18,5.0,83.01,1.0,1,100.0,1
798,18,4.666666666666667,149.27,1.5,14,14.29,0
799,21,3.6666666666666665,129.73,1.0,64,4.69,1
800,21,3.857142857142857,384.94,1.0,258,5.43,1
801,21,4.238095238095238,112.35,1.08,499,5.81,0
802,15,3.0,42.05,1.0,1,100.0,0
803,19,4.5,898.36,1.0,89,8.99,1
804,21,4.0,48.21,1.0,1,100.0,0
805,21,4.833333333333333,201.17,1.33,97,8.25,0
806,21,2.5,431.18,1.0,10,20.0,1
807,18,5.0,1411.38,1.0,63,3.17,1
808,21,5.0,1323.79,1.0,1,100.0,1
809,21,4.023809523809524,180.68,1.2,143,20.98,0
810,21,4.5,52.64,1.0,118,3.39,1
811,21,4.206896551724138,139.81,1.05,570,8.42,0
812,14,3.6666666666666665,69.16,1.0,142,2.11,0
813,15,5.0,105.45,1.0,1,100.0,0
814,14,4.363636363636363,348.7,1.0,119,9.24,0
815,15,4.2748091603053435,283.07,1.07,589,39.05,0
816,7,4.4,69.69,1.0,339,1.47,0
817,21,4.24,137.25,1.56,283,5.3,0
818,21,3.6666666666666665,544.33,1.0,49,6.12,1
819,7,4.666666666666667,76.93,1.0,81,3.7,1
820,13,4.363636363636363,273.7,1.0,231,4.76,0
821,7,5.0,94.77,1.0,1,100.0,1
822,21,3.8541666666666665,663.37,1.45,569,10.9,0
823,21,4.185185185185185,69.74,1.06,399,34.59,0
824,18,2.0,1196.78,1.0,1,100.0,1
825,21,5.0,283.73,1.0,1,100.0,1
826,21,4.0256410256410255,130.66,1.16,522,19.73,0
827,19,4.666666666666667,105.15,1.0,28,10.71,1
828,21,4.0,169.15,1.0,1,100.0,0
829,21,4.1230769230769235,232.68,1.05,529,67.49,0
830,18,4.428571428571429,146.77,1.0,183,3.28,1
831,21,5.0,164.03,1.0,48,4.17,1
832,21,4.0,128.16,1.0,314,0.96,1
833,7,5.0,306.9,3.0,1,100.0,1
834,18,4.166666666666667,1107.2,3.0,29,6.9,1
835,14,5.0,22.24,1.03,22,13.64,1
836,15,2.7,79.81,1.11,96,9.38,1
837,7,3.3684210526315788,239.99,2.24,325,4.92,0
838,19,4.212121212121212,199.3,1.06,454,6.39,0
839,21,5.0,1435.58,1.0,1,100.0,1
840,21,4.583333333333333,254.07,1.5,116,6.9,0
841,21,5.0,16.36,1.0,1,100.0,1
842,21,5.0,188.08,2.0,1,100.0,0
843,21,3.5789473684210527,157.61,1.06,138,12.32,0
844,18,4.0,106.33,1.0,1,100.0,0
845,21,3.951219512195122,109.1,1.46,459,11.33,0
846,21,4.8,82.59,1.0,54,9.26,0
847,21,3.8,324.42,1.0,79,6.33,0
848,7,4.153846153846154,277.14,1.08,373,3.22,1
849,21,5.0,150.27,1.0,1,100.0,0
850,3,2.6666666666666665,717.34,1.5,38,5.26,0
851,21,4.391304347826087,203.68,1.64,177,7.34,0
852,21,4.333333333333333,146.8,1.0,5,60.0,0
853,21,3.824653607262302,169.71,1.19,597,89.45,0
854,21,3.858974358974359,377.16,1.22,341,15.84,0
855,15,5.0,155.26,1.0,1,100.0,0
856,14,4.0,153.1,1.0,26,15.38,0
857,7,5.0,70.3,1.0,78,3.85,1
858,1,4.0344827586206895,315.91,1.07,549,4.92,0
859,19,5.0,105.28,1.0,1,100.0,1
860,21,3.9047619047619047,212.72,1.17,179,8.94,0
861,21,2.0,246.2,1.25,16,18.75,1
862,20,4.6,412.61,1.25,61,6.56,1
863,14,4.081081081081082,772.09,1.65,492,4.07,0
864,21,4.323144104803493,92.1,1.06,320,43.75,0
865,21,2.6,259.76,2.5,67,2.99,1
866,21,4.363636363636363,151.63,1.0,85,12.94,1
867,21,4.666666666666667,41.85,1.2,194,2.58,0
868,21,4.166666666666667,82.0,1.18,159,6.29,0
869,7,5.0,136.97,1.0,1,100.0,0
870,21,4.166666666666667,203.42,1.03,499,5.81,0
871,21,4.5,912.28,1.0,34,5.88,1
872,21,4.225,976.51,1.54,151,16.56,0
873,21,4.061224489795918,153.64,1.04,156,26.92,1
874,21,3.838235294117647,81.99,1.08,185,29.19,0
875,21,4.8,53.98,1.0,78,6.41,0
876,21,3.759530791788856,132.0,1.34,553,31.1,0
877,21,4.276595744680851,116.01,1.0,258,16.67,0
878,14,3.6666666666666665,122.92,1.5,71,2.82,0
879,21,4.0,75.32,1.0,47,4.26,1
880,15,4.0,149.5,1.14,39,15.38,1
881,21,4.5,804.08,1.0,66,6.06,1
882,21,3.4782608695652173,204.91,1.21,368,4.89,0
883,21,3.0,120.76,1.0,1,100.0,1
884,14,5.0,1142.44,2.0,1,100.0,1
885,14,3.0,180.17,1.0,7,28.57,1
886,21,3.4285714285714284,173.98,1.0,255,2.75,1
887,7,4.5,683.19,1.0,83,9.64,0
888,7,4.4,338.0,1.0,25,20.0,0
889,14,4.2,526.89,1.0,65,7.69,1
890,21,4.207407407407407,161.27,1.12,486,45.88,0
891,21,5.0,111.37,1.0,138,1.45,0
892,14,4.523809523809524,155.07,1.43,577,6.93,0
893,18,5.0,173.23,1.0,1,100.0,1
894,14,4.75,115.98,1.0,177,2.26,1
895,21,5.0,199.84,1.0,1,100.0,0
896,21,2.4,123.82,1.25,195,2.05,0
897,21,5.0,164.45,1.0,1,100.0,1
898,14,4.066666666666666,50.32,1.07,178,7.87,0
899,21,3.4,354.15,1.25,196,2.04,0
900,7,4.191489361702128,90.52,1.52,385,7.01,0
901,15,3.0,173.86,1.0,189,1.06,1
902,21,4.081081081081081,175.49,1.21,532,10.53,0
903,7,2.5,90.24,1.0,1,100.0,1
904,21,1.6666666666666667,513.11,2.0,26,11.54,1
905,21,1.0,303.6,2.0,1,100.0,1
906,7,5.0,1147.48,2.0,1,100.0,0
907,21,3.6,126.08,1.19,95,20.0,1
908,21,3.6666666666666665,246.83,1.0,105,2.86,1
909,21,4.2,169.45,1.14,524,13.93,0
910,21,3.6666666666666665,161.59,1.5,334,1.2,0
911,21,2.888888888888889,288.86,1.12,47,17.02,1
912,21,3.9164882226980726,146.52,1.15,590,44.92,0
913,18,5.0,85.49,1.0,1,100.0,0
914,21,4.833333333333333,110.35,1.5,216,1.85,1
915,21,3.875,190.49,1.0,154,5.19,0
916,21,3.948717948717949,56.02,1.34,513,5.46,0
917,21,4.5,660.48,1.0,57,3.51,0
918,21,3.875,177.93,1.14,218,3.21,0
919,21,5.0,116.24,1.0,22,9.09,0
920,7,5.0,535.19,1.0,8,25.0,0
921,18,5.0,120.8,1.0,1,100.0,0
922,1,4.0,432.26,1.0,68,4.41,1
923,14,5.0,59.42,1.0,6,33.33,0
924,21,3.6818181818181817,285.19,2.0,272,3.68,1
925,21,4.409090909090909,241.9,1.0,394,5.58,0
926,21,3.0657894736842106,383.26,1.26,292,17.47,0
927,7,4.133333333333334,242.66,1.5,304,3.29,1
928,21,4.0,41.31,1.0,219,2.74,0
929,21,4.666666666666667,58.74,1.33,24,33.33,0
930,21,5.0,167.96,1.0,1,100.0,0
931,21,5.0,282.47,1.0,1,100.0,0
932,7,4.0,195.02,1.4,534,8.61,0
933,4,4.0,438.88,2.0,37,5.41,0
934,15,4.25,719.37,1.09,213,5.16,0
935,21,4.5,31.33,1.0,9,22.22,0
936,14,4.25,414.36,1.0,87,4.6,0
937,21,1.8333333333333335,211.78,1.0,4,100.0,1
938,8,4.0,183.35,1.0,17,23.53,1
939,21,4.447368421052632,122.43,1.15,114,22.81,1
940,15,4.619047619047619,122.47,1.14,106,49.06,0
941,21,4.357142857142857,281.83,1.08,431,3.02,1
942,7,4.25,81.61,1.0,46,6.52,0
943,19,4.0,50.93,1.0,24,12.5,0
944,21,1.0,199.92,2.0,1,100.0,1
945,7,5.0,63.4,1.0,1,100.0,1
946,18,4.555555555555555,73.48,1.12,139,10.79,0
947,21,3.5714285714285716,213.32,1.0,162,3.09,1
948,14,4.333333333333333,126.25,1.0,27,7.41,0
949,21,4.333333333333333,243.61,1.0,137,4.38,1
950,21,4.36,96.1,1.19,285,17.89,1
951,14,3.8882681564245813,411.93,1.08,560,22.86,0
952,21,4.8,69.5,1.0,361,1.39,0
953,21,3.6,84.06,1.67,61,4.92,0
954,16,4.785714285714286,265.05,1.0,353,3.97,1
955,21,4.0,106.38,1.11,173,5.2,1
956,21,4.75,119.7,1.0,16,25.0,0
957,21,4.421052631578948,232.96,1.07,324,24.38,0
958,21,3.0,78.12,1.0,1,100.0,0
959,21,4.5,506.92,1.0,129,1.55,1
960,21,5.0,87.18,1.0,80,2.5,1
961,14,4.0,286.28,1.0,25,12.0,1
962,21,4.75,49.26,1.0,21,19.05,0
963,21,4.125,175.79,1.14,91,6.59,0
964,14,3.2857142857142856,1271.7,1.17,450,1.33,1
965,21,5.0,98.37,1.0,1,100.0,1
966,21,4.666666666666667,194.22,1.5,85,2.35,1
967,18,3.8799999999999994,1466.95,1.47,399,4.26,0
968,21,3.5,120.82,1.16,117,16.24,1
969,14,2.0,444.26,2.0,1,100.0,1
970,14,3.6666666666666665,1415.44,1.0,292,2.05,0
971,21,4.304347826086956,77.82,1.1,270,7.04,0
972,21,5.0,106.55,1.0,1,100.0,1
973,18,5.0,105.41,1.0,78,3.85,0
974,14,4.10091743119266,184.32,1.16,457,17.94,0
975,1,4.119999999999999,804.15,1.23,359,41.23,0
976,21,5.0,674.83,1.0,1,100.0,1
977,21,4.5,96.31,1.0,4,50.0,1
978,21,3.5641025641025643,329.61,1.73,224,24.55,0
979,21,4.4,59.09,1.0,69,5.8,1
980,15,4.0,57.77,1.0,1,100.0,0
981,15,4.141242937853107,56.77,1.12,408,28.92,0
982,21,2.75,27.35,1.0,423,1.89,0
983,7,3.0,62.34,1.0,72,2.78,0
984,21,5.0,900.5,2.0,255,1.96,0
985,21,4.352941176470588,155.86,1.0,213,6.1,0
986,21,4.104587155963303,106.78,1.18,553,51.54,0
987,15,4.333333333333333,610.15,1.0,137,8.03,1
988,7,3.0,221.79,1.0,1,100.0,0
989,21,3.2,1515.91,1.0,250,2.0,0
990,14,4.190476190476191,87.25,1.05,157,11.46,1
991,4,5.0,39.17,1.0,1,100.0,0
992,21,4.8,239.11,1.0,37,18.92,0
993,14,3.0641025641025643,203.06,1.14,259,15.83,0
994,21,4.376744186046512,108.26,1.09,587,27.6,0
995,7,4.0,81.05,1.0,16,37.5,1
996,19,4.315789473684211,221.9,1.06,185,9.73,0
997,7,4.714285714285714,84.12,1.0,62,9.68,0
998,21,1.0,87.57,1.0,19,10.53,1
999,21,4.666666666666667,402.0,1.5,179,1.12,1
1000,14,4.4,37.56,1.0,285,1.75,1
1001,14,3.25,362.41,1.0,54,7.41,0
1002,5,3.3076923076923075,103.88,1.17,128,7.81,1
1003,21,5.0,51.74,1.0,26,7.69,0
1004,19,2.5,216.86,1.0,1,100.0,0
1005,7,4.5,137.3,1.08,186,19.89,1
1006,21,3.6470588235294117,178.7,1.13,192,7.81,0
1007,21,4.0,146.35,1.0,123,4.88,0
1008,21,4.666666666666667,179.36,1.2,233,2.15,1
1009,21,3.9285714285714284,424.86,1.33,444,4.73,0
1010,15,4.888888888888889,185.97,1.12,19,42.11,0
1011,21,3.772727272727273,155.48,1.0,52,30.77,0
1012,7,4.538461538461538,74.33,1.0,202,6.44,1
1013,21,4.247148288973385,61.46,1.04,219,55.25,0
1014,3,3.82010582010582,85.98,1.11,462,28.14,0
1015,21,2.5,106.56,1.0,194,1.03,1
1016,21,3.7454545454545456,122.59,1.2,549,7.65,0
1017,21,4.409090909090909,329.65,1.0,117,18.8,0
1018,19,3.0,395.98,1.0,558,0.36,0
1019,21,4.5,3476.11,2.0,53,7.55,0
1020,21,4.666666666666667,70.68,1.0,15,20.0,1
1021,21,5.0,74.46,1.0,6,33.33,1
1022,21,5.0,89.17,1.4,90,5.56,1
1023,21,5.0,164.84,1.0,91,2.2,1
1024,21,5.0,41.25,1.0,50,4.0,0
1025,21,4.090909090909091,305.53,1.27,565,4.6,0
1026,18,4.375,160.92,1.0,125,6.4,0
1027,2,3.6666666666666665,62.4,1.0,227,1.32,1
1028,19,3.8333333333333335,297.29,1.0,191,2.62,0
1029,15,4.5,51.06,1.0,391,2.05,0
1030,18,5.0,166.05,1.0,1,100.0,0
1031,21,4.388888888888888,63.5,1.32,567,4.94,0
1032,19,4.0,229.12,1.0,28,7.14,0
1033,7,4.4,39.44,1.0,125,4.0,0
1034,19,4.424242424242424,138.51,1.06,550,10.55,0
1035,21,4.75,35.51,1.0,272,2.57,1
1036,21,4.112676056338028,186.91,1.2,561,10.16,0
1037,7,5.0,3602.47,1.0,1,100.0,1
1038,18,1.0,478.96,2.0,1,100.0,1
1039,18,4.133333333333333,761.77,1.14,473,2.96,0
1040,21,5.0,146.63,1.0,12,16.67,0
1041,14,5.0,64.42,1.0,1,100.0,1
1042,7,4.155555555555556,189.77,1.02,101,28.71,0
1043,21,4.157894736842105,2092.1,1.06,251,5.98,1
1044,7,4.523809523809524,122.92,1.14,124,25.0,0
1045,14,4.666666666666667,127.62,1.0,110,4.55,1
1046,21,4.153846153846154,124.8,1.08,76,17.11,0
1047,21,5.0,880.75,1.0,1,100.0,0
1048,7,3.9416058394160585,278.76,1.1,404,25.0,0
1049,21,5.0,81.38,1.0,50,4.0,0
1050,21,4.769230769230769,73.22,1.3,137,7.3,1
1051,14,4.636363636363637,90.11,1.1,62,16.13,0
1052,14,5.0,156.75,1.0,1,100.0,1
1053,21,4.312977099236641,195.52,1.07,454,20.7,1
1054,18,4.0,86.94,1.07,119,11.76,0
1055,15,5.0,50.13,1.0,1,100.0,1
1056,21,4.642857142857143,66.62,1.0,22,50.0,0
1057,21,5.0,271.98,3.0,1,100.0,0
