seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
14,5.0,87.37,1.0,1,100.0,1
14,5.0,152.47,1.0,1,100.0,1
7,4.25,122.06,1.0,11,36.36,0
21,4.157894736842105,129.69,1.05,557,3.41,0
21,5.0,129.56,1.0,1,100.0,1
7,4.15625,298.09,1.03,263,11.41,0
18,4.2894736842105265,335.31,1.13,349,14.9,1
21,4.5,82.4,1.33,88,3.41,1
7,2.0,196.11,1.0,1,100.0,0
21,4.0,274.73,1.0,81,3.7,0
15,4.222222222222222,238.89,1.0,315,2.86,1
21,3.75,221.46,1.0,283,1.41,1
21,4.5,60.28,1.14,336,2.08,0
21,3.6666666666666665,113.1,1.0,15,13.33,1
21,5.0,62.33,1.0,277,1.81,0
21,5.0,454.17,1.0,1,100.0,1
21,4.083333333333333,266.58,1.28,151,17.88,1
21,4.188405797101449,112.36,1.15,128,39.06,0
21,1.0,168.29,1.0,1,100.0,0
21,3.0,409.16,1.0,16,12.5,1
21,4.733333333333333,35.45,1.67,103,8.74,1
7,4.75,147.76,1.33,79,3.8,1
14,5.0,53.52,1.0,1,100.0,1
21,4.091823056300267,184.16,1.19,401,80.8,0
7,4.173913043478261,512.92,1.1,474,4.43,0
21,1.0,1890.18,3.0,1,100.0,1
21,3.5555555555555554,82.91,1.0,88,10.23,1
14,5.0,28.22,1.0,1,100.0,0
15,3.9656862745098036,100.96,1.2,459,28.32,0
21,4.266666666666667,120.73,1.15,217,11.06,0
7,3.2058823529411766,147.61,1.36,270,17.78,0
21,4.655172413793103,144.54,1.04,112,22.32,0
14,4.282828282828283,92.89,1.09,542,13.28,0
15,4.666666666666667,2463.25,1.0,66,4.55,1
21,4.382716049382716,79.21,1.17,542,11.44,0
21,3.9850746268656714,327.46,1.08,483,11.8,0
21,5.0,204.06,1.0,1,100.0,0
21,4.117647058823529,724.65,1.01,143,37.76,0
21,4.05,92.97,1.19,442,15.16,0
7,3.9743589743589745,128.45,1.05,445,7.64,1
21,3.5,406.74,1.0,197,5.58,0
18,3.0,260.83,1.0,173,1.16,1
15,4.5,77.22,1.0,9,22.22,0
21,1.0,530.91,3.0,1,100.0,1
19,2.931818181818182,144.04,1.11,305,20.98,0
7,2.473684210526316,356.1,2.11,475,1.89,1
21,4.166666666666667,106.4,1.0,310,9.03,0
21,4.3076923076923075,162.56,1.08,152,7.89,0
21,3.96,213.55,1.09,329,6.99,0
21,5.0,245.81,1.33,70,4.29,1
15,4.4,85.7,1.0,175,2.29,0
21,5.0,97.78,1.0,1,100.0,1
21,4.833333333333333,119.77,1.2,283,1.77,0
5,3.111111111111111,1933.2,1.64,95,11.58,0
21,4.642857142857143,89.05,1.0,53,20.75,0
21,4.75,122.8,1.0,124,3.23,0
21,1.0,280.91,1.0,1,100.0,1
14,3.8,77.55,1.25,217,1.84,1
7,4.75,133.89,1.0,109,10.09,0
14,4.928571428571429,496.93,1.0,256,5.47,0
21,3.950738916256158,297.13,2.3,490,15.1,0
14,5.0,105.84,1.0,11,18.18,0
21,2.5,93.71,1.0,74,2.7,1
15,4.0,36.7,1.0,1,100.0,1
9,3.7567567567567566,145.24,1.03,300,11.33,0
14,4.0625,523.45,1.33,198,6.06,0
21,4.310344827586207,114.85,1.23,249,16.06,0
21,2.3333333333333335,75.87,1.5,6,33.33,1
21,4.5,25.42,1.0,39,5.13,1
21,5.0,1312.2,6.0,1,100.0,0
21,3.764705882352941,179.91,1.95,124,28.23,0
21,4.5,90.66,1.0,2,100.0,0
21,4.0,253.83,1.1,376,14.1,1
21,3.857142857142857,257.67,1.0,217,3.23,0
21,4.375,268.05,1.14,161,3.73,0
5,3.875,183.03,1.07,474,3.16,0
7,3.857142857142857,223.43,1.17,141,4.26,0
5,4.4,87.33,1.0,132,3.79,0
21,5.0,69.67,1.0,1,100.0,0
14,4.255813953488372,156.53,1.12,560,7.32,0
7,5.0,373.82,2.0,1,100.0,1
21,4.588235294117647,56.37,1.11,317,13.56,0
21,3.995475113122173,102.16,1.34,313,38.98,0
15,3.6666666666666665,1449.68,1.0,13,23.08,0
14,4.0,163.04,1.0,33,6.06,1
21,5.0,128.22,1.0,29,6.9,0
21,4.8,623.0,1.67,329,0.91,1
21,5.0,417.16,1.5,37,5.41,0
14,2.3333333333333335,143.83,1.5,23,8.7,1
21,4.454545454545454,214.3,1.06,562,5.52,0
21,4.25,134.39,1.0,161,4.97,1
19,4.636363636363637,263.97,1.57,441,2.95,1
7,1.0,132.06,1.0,1,100.0,1
8,4.125,221.86,1.0,292,5.82,0
21,4.058536585365853,434.08,1.37,388,26.03,1
21,5.0,133.94,1.17,98,6.12,0
7,1.0,133.8,1.0,1,100.0,1
18,4.5,199.87,1.2,461,1.08,1
15,4.5,631.36,1.0,7,28.57,0
14,4.0,101.57,1.0,27,11.11,0
14,1.0,195.43,1.0,1,100.0,1
7,4.416666666666667,135.28,1.2,350,2.86,0
21,3.375,161.93,1.14,161,4.35,0
21,3.25,402.18,1.6,181,2.76,0
14,2.3333333333333335,209.08,2.25,318,1.26,1
21,4.75,92.1,1.0,73,5.48,0
21,5.0,210.38,1.5,11,18.18,0
21,3.642857142857143,43.43,1.4,151,6.62,1
21,4.166666666666667,122.67,1.2,428,1.17,0
21,4.541284403669724,122.13,1.13,238,31.51,0
21,3.6470588235294117,84.84,1.31,279,4.3,0
5,4.482352941176471,258.96,1.29,376,16.22,1
14,4.928571428571429,88.55,1.08,88,13.64,0
21,5.0,37.54,1.0,1,100.0,0
21,3.75,196.63,1.23,400,3.0,0
21,2.0,234.61,1.0,1,100.0,0
21,3.0,268.67,1.0,101,5.94,1
21,4.75,210.98,1.0,19,21.05,0
21,5.0,99.41,1.0,203,0.99,0
14,4.833333333333333,50.81,1.2,101,9.9,1
7,4.2272727272727275,216.86,1.16,499,3.81,0
19,4.5,308.07,1.19,405,16.54,1
18,3.9,456.47,1.0,469,2.13,0
21,4.0,27.02,1.0,1,100.0,1
21,3.91025641025641,239.39,1.07,333,18.02,0
21,3.6363636363636362,84.78,1.22,64,14.06,0
21,3.5,111.44,1.0,68,2.94,0
21,5.0,72.74,1.0,1,100.0,1
7,3.6666666666666665,346.49,1.0,16,18.75,1
21,4.833333333333333,223.94,1.0,226,2.65,0
21,3.0,79.56,1.0,1,100.0,1
21,4.473684210526316,135.15,1.12,58,24.14,0
21,4.2725274725274724,92.58,1.17,329,63.22,0
21,5.0,96.71,1.0,1,100.0,1
7,4.571428571428571,125.28,1.17,259,2.32,0
21,5.0,164.71,1.0,1,100.0,1
21,4.666666666666667,3259.82,1.0,187,1.6,1
15,4.222222222222222,414.35,1.0,276,3.26,1
21,4.526315789473684,113.02,1.27,152,9.21,1
7,4.75,75.87,1.0,169,4.73,0
21,4.75,108.89,1.0,105,3.81,0
21,5.0,1400.38,2.83,295,2.03,1
18,3.0,46.01,1.0,1,100.0,1
14,4.5,62.16,1.0,17,23.53,0
21,1.5,643.66,2.67,101,2.97,0
21,5.0,1693.31,1.0,1,100.0,1
7,4.2043147208121825,214.15,1.13,558,57.89,0
21,5.0,238.49,1.0,11,18.18,0
15,4.4,156.37,1.0,264,3.79,1
19,4.5,271.46,1.0,12,33.33,0
21,4.428571428571429,363.68,1.17,244,4.92,1
21,4.0,135.49,1.0,1,100.0,1
21,4.090909090909091,127.01,1.38,546,1.47,0
21,3.0,95.06,1.0,5,40.0,1
21,4.157894736842105,92.82,1.27,379,15.3,1
21,4.444444444444445,101.21,1.0,61,14.75,0
14,3.0,102.48,1.0,1,100.0,0
21,5.0,619.45,1.0,148,1.35,1
14,5.0,55.95,1.0,1,100.0,1
21,2.8,64.52,1.25,55,7.27,0
21,3.0,242.54,1.33,5,60.0,0
18,3.25,310.98,1.45,148,7.43,1
21,4.142857142857143,177.31,1.17,157,3.82,0
21,4.0,39.86,1.0,18,11.11,1
21,4.75,250.58,1.0,88,15.91,0
15,5.0,120.3,2.0,1,100.0,1
21,4.285714285714286,68.9,1.08,143,9.09,0
21,4.177777777777778,217.05,1.12,524,6.68,0
19,4.818181818181818,162.62,1.38,314,2.55,1
21,4.25,218.89,1.33,396,0.76,0
21,4.5,325.94,2.0,55,7.27,1
4,5.0,137.09,1.0,1,100.0,1
18,4.666666666666667,216.52,1.0,48,6.25,1
21,4.111111111111111,553.83,1.64,249,4.42,0
21,2.75,173.87,1.0,228,3.51,1
21,4.041666666666667,112.62,1.09,544,4.04,0
21,4.8,87.99,1.0,81,6.17,1
19,4.423791821561338,142.68,1.09,590,31.69,0
21,5.0,109.38,1.0,4,50.0,1
21,5.0,5527.44,6.0,1,100.0,0
1,4.642857142857143,183.45,1.24,231,11.26,1
21,4.066265060240964,165.4,1.3,468,24.57,0
14,4.172413793103448,282.76,1.21,238,9.24,1
21,5.0,168.52,2.0,1,100.0,1
21,3.571428571428571,261.49,1.14,56,12.5,1
21,4.237837837837838,205.05,1.18,573,23.21,0
21,3.971830985915493,134.09,1.09,363,15.7,0
14,4.6,100.66,1.25,301,5.32,0
21,4.333333333333333,135.46,1.0,79,3.8,1
18,4.052631578947368,225.93,1.0,256,7.03,0
21,5.0,226.96,1.0,17,11.76,0
21,4.0,88.92,1.0,1,100.0,1
19,4.888888888888889,232.71,1.12,378,2.12,1
21,2.962962962962963,128.34,1.12,355,19.15,1
19,3.5714285714285716,1745.4,1.4,101,4.95,1
21,1.0,233.38,1.0,1,100.0,0
15,4.6,574.07,1.25,384,1.04,1
21,3.0,121.62,1.0,1,100.0,1
21,4.333333333333333,427.28,1.5,5,40.0,1
17,3.875,202.64,1.0,222,3.6,1
7,2.6,246.98,1.5,54,5.56,0
19,5.0,106.73,1.0,1,100.0,0
19,4.25,414.8,1.33,22,13.64,1
21,4.24,134.58,1.19,226,8.41,0
21,4.8,192.13,1.25,220,1.82,1
14,4.581818181818182,310.63,1.04,395,11.9,0
12,3.857142857142857,95.65,1.17,185,3.24,1
21,3.0,272.76,2.0,6,33.33,0
21,5.0,38.37,1.0,1,100.0,1
15,5.0,987.66,1.0,74,8.11,0
21,5.0,91.28,1.0,62,9.68,0
21,5.0,249.08,1.0,1,100.0,1
21,3.9295774647887325,171.97,1.18,542,19.19,0
21,3.6666666666666665,173.51,1.0,256,2.34,0
21,5.0,46.76,1.0,36,8.33,0
11,3.5,1053.17,1.0,390,3.85,0
21,4.129032258064516,74.49,1.26,384,12.24,0
14,5.0,2027.4,2.0,210,0.95,1
18,4.833333333333333,249.35,1.2,184,2.72,0
21,4.0,108.63,1.0,1,100.0,0
21,3.6,181.34,1.67,52,5.77,0
21,4.0,52.44,1.0,11,18.18,1
21,4.0,110.3,2.0,1,100.0,1
21,4.2,320.48,1.0,337,1.48,1
21,4.5,49.84,1.0,56,3.57,0
21,3.6666666666666665,455.67,1.5,23,8.7,0
4,5.0,410.91,1.0,1,100.0,0
21,3.6,258.31,1.18,92,44.57,1
4,3.8333333333333335,108.67,1.2,42,11.9,1
19,5.0,177.39,1.5,3,66.67,1
21,3.4375,54.8,1.23,61,14.75,0
14,4.111111111111111,360.18,1.02,460,10.87,1
21,5.0,79.94,2.0,1,100.0,1
14,4.333333333333333,49.1,1.0,17,17.65,1
15,3.923076923076923,181.41,1.08,334,6.89,0
7,5.0,770.84,2.0,1,100.0,1
21,5.0,1025.24,1.0,1,100.0,1
21,5.0,312.02,1.0,1,100.0,1
15,5.0,47.76,1.0,131,3.05,1
21,4.666666666666667,57.0,1.5,9,22.22,1
21,4.5,76.35,1.33,146,2.05,1
21,3.0,364.68,2.0,1,100.0,1
14,3.3333333333333335,107.82,1.0,36,8.33,1
7,5.0,114.57,1.0,1,100.0,0
7,4.007633587786259,175.29,1.44,561,15.86,0
21,4.769230769230769,111.07,1.3,13,61.54,0
5,4.0,304.18,1.0,1,100.0,1
21,3.5769230769230766,90.05,1.1,483,9.73,1
7,5.0,101.45,1.0,19,10.53,1
14,4.142857142857143,302.28,1.4,135,3.7,0
19,4.036363636363636,124.48,1.07,558,16.13,0
19,4.405228758169935,95.06,1.19,545,20.55,0
21,5.0,785.14,3.67,246,1.22,0
14,4.142857142857143,154.46,1.17,355,1.41,1
21,1.0,97.06,1.0,1,100.0,1
21,4.75,82.17,1.33,125,2.4,0
18,5.0,70.9,1.0,428,0.93,0
21,4.462365591397849,234.84,1.12,560,13.57,0
19,4.571428571428571,332.38,1.17,99,6.06,1
21,4.428571428571429,128.65,1.17,303,3.96,1
9,4.313725490196078,174.06,1.16,440,9.55,0
14,3.5,3418.62,1.0,95,2.11,1
15,3.9583333333333335,366.28,1.0,340,14.12,0
18,4.650485436893204,154.06,1.03,440,18.64,0
21,3.6666666666666665,252.9,1.0,16,18.75,1
21,4.142857142857143,121.59,1.0,335,2.09,1
21,3.0,79.44,1.0,1,100.0,0
21,4.25,220.58,1.0,237,5.06,0
21,3.8333333333333335,62.37,1.2,532,1.88,0
7,4.4772727272727275,135.78,1.0,107,26.17,0
21,4.5,186.68,1.28,560,10.18,0
18,4.8,653.43,2.4,238,2.1,1
19,5.0,19.21,1.0,1,100.0,1
14,3.9166666666666665,129.09,1.2,527,1.9,0
7,4.111111111111112,152.7,1.12,486,8.02,0
5,3.2222222222222223,473.25,3.0,202,1.49,0
21,3.3421052631578947,237.59,1.0,304,11.51,1
21,3.8333333333333335,96.97,1.2,97,5.15,1
14,4.0,125.74,1.0,48,4.17,1
19,4.5,929.56,1.12,250,6.0,0
14,4.064516129032258,171.34,1.06,359,18.66,0
21,5.0,70.93,1.0,36,13.89,1
7,3.3548387096774195,208.27,1.94,507,2.56,0
14,4.538461538461538,747.96,1.3,68,13.24,0
15,3.2,161.38,1.25,23,17.39,1
21,5.0,566.12,2.0,1,100.0,1
21,4.833333333333333,180.61,1.33,181,4.42,0
14,3.2222222222222223,819.36,1.5,62,9.68,0
14,4.111111111111111,60.77,1.12,90,7.78,1
21,4.5,887.02,1.0,85,4.71,0
14,5.0,476.51,1.0,1,100.0,0
21,3.772727272727273,89.2,1.05,99,20.2,0
7,3.5,700.87,1.24,227,8.37,1
21,3.6666666666666665,115.67,1.0,158,3.8,0
21,4.0,245.58,1.07,574,2.44,0
7,4.173913043478261,136.7,1.04,474,9.07,0
1,5.0,207.25,1.0,1,100.0,0
18,4.75,60.53,1.0,37,10.81,0
15,5.0,43.0,1.0,1,100.0,1
4,4.0,197.22,1.0,20,20.0,1
21,4.5,125.44,1.0,2,100.0,1
7,4.818181818181818,51.58,1.0,446,2.47,1
21,3.7777777777777777,69.97,1.0,263,3.42,0
14,4.857142857142857,315.67,1.17,103,5.83,0
21,4.333333333333333,85.21,1.0,555,1.08,0
21,4.5,70.81,1.2,112,8.04,1
14,4.5,363.08,1.0,5,40.0,1
21,3.893617021276596,182.41,1.37,592,12.16,0
18,4.363636363636363,102.72,1.1,80,12.5,0
21,3.74468085106383,98.63,1.07,476,7.56,1
21,3.9565217391304346,511.81,2.56,111,7.21,0
21,4.297872340425532,245.59,1.12,302,12.58,0
21,5.0,984.81,1.0,1,100.0,0
7,3.263157894736842,274.64,1.0,288,6.25,0
18,4.206896551724138,225.46,1.14,160,25.0,0
21,4.470588235294118,140.85,1.13,123,12.2,1
18,4.526315789473684,98.27,1.0,280,12.5,1
21,1.9285714285714286,1566.02,1.0,65,15.38,1
15,3.813008130081301,141.5,1.17,459,18.74,0
8,4.964285714285714,243.09,1.65,125,11.2,1
21,3.3286713286713283,109.47,1.43,221,35.29,0
21,3.8,117.98,1.43,31,22.58,0
19,4.0,347.52,1.0,35,5.71,1
18,4.444444444444445,104.94,1.29,66,10.61,0
21,4.0,109.25,1.17,97,6.19,0
21,4.518518518518518,94.25,1.08,305,6.56,0
14,4.4,358.24,1.0,360,8.33,0
21,4.242339832869081,192.05,1.12,594,37.37,0
21,4.636363636363637,108.61,1.1,114,8.77,0
21,5.0,158.75,1.44,252,3.57,1
15,5.0,35.74,1.0,1,100.0,1
18,4.155555555555556,691.22,1.05,263,14.45,0
7,4.085106382978723,117.22,1.68,326,7.36,1
21,3.764705882352941,125.74,1.06,161,9.94,0
21,4.2064516129032254,326.65,1.04,310,32.58,0
14,4.523809523809524,388.56,1.0,211,9.48,0
21,4.424657534246576,266.75,1.16,524,11.07,0
21,1.4,36329.76,3.75,449,0.89,0
21,4.0,96.88,1.0,1,100.0,0
21,3.7755102040816326,173.3,1.16,342,11.11,0
14,4.846153846153846,2129.39,1.86,136,5.15,0
21,5.0,31.75,1.0,93,3.23,1
21,4.083333333333333,71.22,1.5,156,5.13,1
5,4.813953488372093,198.09,1.02,210,14.76,0
21,2.5,75.07,1.0,20,10.0,1
21,2.5,816.75,1.33,107,2.8,0
21,4.375,450.56,2.0,114,3.51,0
21,4.0,51.0,1.0,2,100.0,0
7,4.333333333333333,322.71,1.0,33,9.09,1
21,4.714285714285714,194.06,1.11,54,31.48,0
21,4.218579234972678,140.95,1.25,576,21.01,0
21,4.0,193.86,1.17,455,6.15,0
21,4.8,155.93,1.0,55,7.27,0
18,4.6,767.48,1.11,95,16.84,0
21,4.049180327868853,93.8,1.28,564,21.1,0
19,4.230769230769231,139.03,1.18,276,3.99,0
21,4.37,84.42,1.18,220,32.73,0
7,3.2,285.64,1.0,135,3.7,0
21,2.6666666666666665,157.2,1.0,212,1.42,1
21,4.073170731707317,76.99,1.08,551,6.72,0
19,3.875,284.83,1.33,68,8.82,0
3,3.1,154.51,1.25,488,1.64,0
21,5.0,88.81,1.0,1,100.0,1
18,5.0,329.86,1.0,81,2.47,1
21,5.0,85.27,1.0,1,100.0,1
21,5.0,103.7,2.0,1,100.0,0
19,4.352941176470588,94.5,1.06,157,10.19,1
21,4.0,21.28,1.0,1,100.0,0
14,5.0,475.34,2.0,1,100.0,1
21,3.88,73.87,1.47,140,11.43,0
21,4.875,97.02,1.14,34,17.65,0
21,4.5476190476190474,232.91,1.38,511,10.96,0
14,4.7272727272727275,77.24,1.22,281,3.2,1
21,4.357142857142857,122.17,1.0,309,4.21,1
21,4.0,143.25,1.0,1,100.0,1
15,4.2368421052631575,145.39,1.27,168,16.07,0
21,4.833333333333333,70.98,1.2,63,7.94,1
21,4.201183431952662,34.52,1.09,599,21.54,0
21,5.0,318.3,1.0,1,100.0,0
15,5.0,35.42,1.0,1,100.0,1
19,4.6,118.01,1.0,272,1.84,1
19,3.0,370.69,1.0,1,100.0,1
21,4.5,116.48,1.33,66,4.55,1
21,2.909090909090909,198.45,1.57,392,1.79,0
21,4.7272727272727275,318.67,1.38,136,5.15,0
21,4.545454545454546,181.12,1.38,33,18.18,0
21,4.027777777777778,1536.3,1.09,178,16.29,0
21,4.269230769230769,114.91,1.08,326,6.44,1
21,4.071428571428571,157.39,1.08,256,9.77,0
19,4.444444444444445,173.41,1.0,99,9.09,0
15,4.384615384615385,611.18,1.08,255,4.31,0
7,3.0,106.35,1.0,1,100.0,1
21,3.4444444444444446,70.86,1.0,174,5.17,0
14,4.25,104.92,1.0,195,2.05,1
21,3.5714285714285716,72.2,1.17,73,8.22,0
19,4.361702127659575,391.87,1.07,328,12.2,0
14,3.3333333333333335,101.78,1.5,45,4.44,1
14,4.0,131.27,1.0,69,2.9,0
14,4.128205128205129,195.58,1.15,371,8.89,0
7,4.118421052631579,215.3,1.23,568,9.86,0
15,4.315789473684211,676.12,1.03,223,13.45,0
21,4.0,109.88,1.0,438,0.91,1
14,4.2727272727272725,180.33,1.1,265,3.77,0
21,5.0,190.72,1.0,89,3.37,1
21,4.214285714285714,119.85,1.0,128,10.94,0
21,5.0,198.69,1.0,1,100.0,0
3,5.0,191.24,1.0,54,3.7,0
21,4.49438202247191,90.33,1.07,117,42.74,0
21,4.266666666666667,63.96,1.0,199,7.54,0
15,4.25,114.21,1.0,199,4.02,0
7,4.2,166.44,1.0,33,15.15,1
21,3.7142857142857144,169.73,1.17,159,3.77,0
21,5.0,176.63,1.0,17,11.76,0
19,5.0,97.66,1.0,1,100.0,0
21,4.4222222222222225,1197.99,1.18,172,20.93,0
19,4.5,55.74,1.0,34,17.65,1
15,5.0,289.04,1.0,1,100.0,1
21,5.0,93.13,1.0,1,100.0,0
19,4.0,1677.69,3.0,1,100.0,0
21,4.324324324324325,182.36,1.0,263,13.31,1
21,5.0,50.1,1.0,1,100.0,1
21,5.0,55.72,1.0,1,100.0,1
7,3.7777777777777777,203.27,1.0,53,16.98,1
21,2.760869565217391,227.38,2.56,568,3.17,0
21,4.833333333333333,180.67,1.2,74,6.76,0
21,2.3333333333333335,158.7,1.5,8,25.0,1
21,4.052631578947368,217.16,1.19,482,3.32,0
15,5.0,664.25,1.0,30,6.67,1
15,4.5,304.76,1.0,194,5.15,1
19,5.0,26.31,1.0,7,28.57,0
21,4.294117647058823,707.58,1.0,294,4.76,0
7,3.875,222.12,1.14,242,12.4,1
5,5.0,139.53,1.0,1,100.0,1
21,3.071428571428571,158.64,1.25,428,15.42,0
21,4.823529411764706,117.48,1.42,510,2.35,0
21,3.0,67.79,1.0,4,50.0,0
21,5.0,177.7,1.0,106,1.89,0
14,5.0,105.34,1.0,1,100.0,0
2,4.5,615.88,1.0,504,2.78,0
21,4.416666666666667,142.45,1.09,158,6.96,0
21,4.666666666666667,170.86,1.33,274,6.57,1
21,3.8181818181818183,266.81,1.0,361,3.05,0
21,4.666666666666667,160.95,1.0,16,18.75,1
21,4.0,164.56,1.0,57,3.51,0
21,3.5454545454545454,79.83,1.05,210,9.05,0
21,4.153846153846154,398.95,2.17,329,1.82,1
21,2.0,30.82,1.0,1,100.0,0
21,4.0,33.64,1.0,82,6.1,0
21,2.3333333333333335,82.07,1.0,34,8.82,1
21,4.533333333333333,119.57,1.02,320,12.5,0
14,2.5,39.46,1.0,1,100.0,1
21,4.1875,283.77,1.14,82,12.2,0
3,4.208791208791209,126.37,1.05,520,15.19,0
21,4.5,58.26,1.0,15,26.67,0
21,4.9,81.57,1.25,297,2.36,0
21,4.0,56.67,1.0,147,8.16,0
21,3.8461538461538463,75.15,1.08,221,4.98,0
21,4.113636363636363,136.66,1.03,397,18.14,0
19,5.0,42.19,1.0,1,100.0,0
15,4.571428571428571,144.8,1.0,132,4.55,0
21,4.54,244.94,1.42,473,7.61,0
21,1.0,46.73,1.0,1,100.0,1
21,4.0,76.96,2.0,1,100.0,1
21,4.125,160.84,1.52,545,3.85,0
3,3.5,356.45,2.0,181,3.31,0
21,3.8,84.89,1.0,28,14.29,1
21,5.0,69.57,1.4,29,17.24,1
21,3.0,78.76,1.0,65,3.08,1
14,2.75,825.87,2.67,44,6.82,0
7,5.0,125.64,1.0,1,100.0,1
14,5.0,83.26,1.0,1,100.0,0
21,3.7333333333333334,56.41,1.0,223,6.73,1
19,4.6,446.02,1.0,216,2.31,1
21,3.9411764705882355,92.86,1.06,87,40.23,0
21,4.5,165.69,1.0,44,4.55,0
21,4.666666666666667,2092.38,1.5,120,1.67,1
21,5.0,27.86,1.0,1,100.0,1
21,4.428571428571429,42.47,1.0,56,42.86,0
21,3.6666666666666665,77.62,1.5,37,5.41,1
14,4.368421052631579,123.74,1.05,378,4.76,1
21,4.4186046511627906,172.4,1.23,346,8.96,1
21,3.7435897435897436,77.01,1.11,70,28.57,1
21,4.5,166.36,1.0,8,37.5,1
21,4.355371900826447,195.07,1.08,513,19.3,0
15,5.0,314.6,1.5,72,5.56,1
21,4.0,48.55,1.0,55,9.09,0
21,4.434146341463415,161.17,1.05,313,44.09,0
14,5.0,2717.55,3.0,1,100.0,1
21,1.0,2455.12,1.0,1,100.0,0
21,4.777777777777778,152.97,1.0,224,4.02,0
21,4.170212765957447,87.75,1.12,181,20.44,0
15,4.0,557.72,1.0,1,100.0,0
14,5.0,171.13,1.0,402,1.74,1
15,5.0,109.4,1.33,174,1.72,1
21,4.357142857142857,149.38,1.0,539,5.01,0
15,5.0,143.98,1.0,1,100.0,0
19,3.8,111.74,1.25,73,5.48,0
19,5.0,37.56,1.0,1,100.0,0
21,5.0,49.04,1.0,1,100.0,1
21,5.0,95.65,1.0,1,100.0,0
21,3.6,56.12,1.0,34,17.65,1
21,4.2,229.27,1.67,49,6.12,1
21,3.8823529411764706,313.1,1.0,105,12.38,0
21,3.0,451.28,1.0,1,100.0,1
21,3.5,41.76,1.0,50,4.0,1
21,2.5,34.34,1.0,4,50.0,0
21,4.5,159.39,1.43,108,6.48,1
21,4.0,25.78,1.0,123,1.63,1
15,5.0,24.0,1.0,1,100.0,1
21,4.333333333333333,143.24,1.0,23,13.04,0
21,1.0,65.14,1.0,1,100.0,1
21,1.0,19.89,1.0,1,100.0,0
19,4.625,425.18,2.0,200,4.0,1
21,4.5,730.56,2.0,159,1.26,0
15,4.0,257.45,1.0,1,100.0,1
21,3.5555555555555554,54.58,1.0,137,6.57,1
15,2.7222222222222223,1201.3,1.38,361,3.32,0
15,5.0,48.74,1.0,38,7.89,1
21,3.6,103.1,1.07,177,7.91,1
14,4.0,344.67,2.0,1,100.0,1
21,4.0,47.68,1.0,1,100.0,1
21,4.666666666666667,226.34,1.15,340,3.82,0
21,3.8688524590163937,136.22,1.02,266,31.2,0
21,5.0,256.54,1.0,70,2.86,1
21,2.3333333333333335,109.71,1.5,34,5.88,0
19,3.7142857142857144,217.67,1.17,106,63.21,0
19,4.3,92.79,1.25,161,4.97,0
18,5.0,106.28,1.0,15,13.33,1
15,4.454545454545454,101.65,1.22,349,4.87,0
21,4.25,678.1,1.0,234,3.42,0
21,2.0,218.95,1.0,1,100.0,0
21,3.75,254.97,1.33,242,4.55,0
21,4.04382470119522,199.85,1.11,467,33.19,0
21,5.0,15239.92,5.5,25,8.0,1
15,4.5,82.75,1.0,30,6.67,0
21,4.777777777777778,106.73,1.5,14,42.86,0
21,4.230769230769231,1421.44,1.08,146,8.22,0
14,4.462962962962963,215.68,1.17,578,35.99,0
21,4.461538461538462,151.35,1.0,84,15.48,0
21,5.0,30.13,1.0,1,100.0,0
21,3.0,1236.04,1.5,11,18.18,1
14,5.0,171.64,1.0,130,2.31,0
14,5.0,52.86,1.0,412,1.46,0
21,4.0,170.82,1.57,98,5.1,1
21,3.875,134.22,1.14,134,5.22,1
21,3.3,524.97,2.5,83,4.82,1
21,4.333333333333333,1485.94,1.0,165,2.42,0
21,3.9411764705882355,708.14,1.0,67,20.9,0
21,4.166666666666667,582.94,1.2,3,66.67,1
2,4.0,103.32,1.09,208,5.29,0
14,3.5,152.4,1.07,385,3.9,0
21,3.7777777777777777,517.6,1.0,92,8.7,1
21,4.3076923076923075,904.29,1.08,119,10.08,0
21,4.142857142857143,123.4,1.17,123,4.88,0
7,5.0,1361.92,2.0,1,100.0,0
20,3.2,163.14,1.0,539,0.93,0
21,4.875,195.88,1.14,124,5.65,0
21,4.125,77.93,1.33,12,41.67,0
18,4.666666666666667,112.39,1.0,56,5.36,0
14,4.454545454545454,185.95,1.1,130,6.92,0
21,4.0,239.57,1.09,65,15.38,0
21,3.317073170731707,321.72,1.05,207,15.94,0
21,4.0,332.25,1.0,1,100.0,0
7,4.111111111111111,125.54,1.12,53,15.09,1
21,3.6666666666666665,90.86,1.5,32,6.25,0
18,3.096774193548387,570.5,2.07,268,5.6,0
18,3.9,403.13,1.11,83,9.64,1
21,4.568181818181818,313.47,1.0,222,18.47,0
18,3.5625,224.42,1.21,30,40.0,0
21,4.54,142.87,1.13,500,8.4,0
21,2.6,200.18,1.5,260,3.85,1
21,4.383333333333334,266.78,1.02,408,12.01,0
21,4.090909090909091,56.16,1.83,25,20.0,0
21,4.335243553008596,246.89,1.35,146,71.92,0
21,3.75,140.28,1.0,61,6.56,1
21,5.0,50.23,1.0,1,100.0,1
2,5.0,72.52,1.0,1,100.0,1
1,4.454545454545454,1017.71,1.05,101,18.81,0
19,4.0,217.16,1.12,551,4.17,0
2,5.0,259.59,1.0,1,100.0,1
19,5.0,55.79,1.0,1,100.0,1
